	transactions	input_value	output_value	fee	day	month	year
3980	811325	90686797617447.000000000	90686797617447.000000000	473005689066.000000000	13	8	2020
3981	973399	143899952138648.000000000	143899952138648.000000000	438714838080.000000000	14	8	2020
3982	912757	143120273151399.000000000	143120273151399.000000000	381507250317.000000000	15	8	2020
3983	813174	181836032164452.000000000	181836032164452.000000000	366073063406.000000000	16	8	2020
3984	712298	293782686177304.000000000	293782686177304.000000000	330282723651.000000000	17	8	2020
3985	805578	207608808785898.000000000	207608808785898.000000000	699661974919.000000000	18	8	2020
3986	803448	188643136475865.000000000	188643136475865.000000000	597971072956.000000000	19	8	2020
3987	834368	184524439173235.000000000	184524439173235.000000000	465003788176.000000000	20	8	2020
3988	964374	149474500280942.000000000	149474500280942.000000000	769675258612.000000000	21	8	2020
3989	809360	135742533979499.000000000	135742533979499.000000000	371083655365.000000000	22	8	2020
3990	916193	137042137063225.000000000	137042137063225.000000000	254004244067.000000000	23	8	2020
3991	778696	186329512054563.000000000	186329512054563.000000000	336695270977.000000000	24	8	2020
3992	761422	161599038400572.000000000	161599038400572.000000000	363669235353.000000000	25	8	2020
3993	852656	194707912296821.000000000	194707912296821.000000000	546173357119.000000000	26	8	2020
3994	740616	201260619461546.000000000	201260619461546.000000000	401848252968.000000000	27	8	2020
3995	994232	216459421771944.000000000	216459421771944.000000000	564762367161.000000000	28	8	2020
3996	929683	175062576084276.000000000	175062576084276.000000000	288324844822.000000000	29	8	2020
3997	792204	175251395443669.000000000	175251395443669.000000000	311951466747.000000000	30	8	2020
3998	827316	269698797431119.000000000	269698797431119.000000000	465371729666.000000000	31	8	2020
3999	896928	265248233904955.000000000	265248233904955.000000000	539764589892.000000000	1	9	2020
4000	843651	230542928701450.000000000	230542928701450.000000000	785175411538.000000000	2	9	2020
4001	765856	274066767877890.000000000	274066767877890.000000000	720673057242.000000000	3	9	2020
4002	809521	265396534837282.000000000	265396534837282.000000000	799840191214.000000000	4	9	2020
4003	839626	242766399733001.000000000	242766399733001.000000000	550675662757.000000000	5	9	2020
4004	997263	229375515207524.000000000	229375515207524.000000000	312099902572.000000000	6	9	2020
4005	1069859	298483415043200.000000000	298483415043200.000000000	546269261188.000000000	7	9	2020
4006	872714	270218518985139.000000000	270218518985139.000000000	389158540720.000000000	8	9	2020
4007	809305	318778437976655.000000000	318778437976655.000000000	479979738506.000000000	9	9	2020
4008	980295	349233273694446.000000000	349233273694446.000000000	565007305686.000000000	10	9	2020
4009	833201	312942236298278.000000000	312942236298278.000000000	442332623899.000000000	11	9	2020
4010	848552	259267423279473.000000000	259267423279473.000000000	245230483111.000000000	12	9	2020
4011	695297	261907658716228.000000000	261907658716228.000000000	260231389528.000000000	13	9	2020
4012	948521	276126630350742.000000000	276126630350742.000000000	430751021989.000000000	14	9	2020
4013	855979	285908691557991.000000000	285908691557991.000000000	386045391044.000000000	15	9	2020
4014	926890	304967022331217.000000000	304967022331217.000000000	363449166023.000000000	16	9	2020
4015	1046439	414240416667716.000000000	414240416667716.000000000	351574074671.000000000	17	9	2020
4016	876624	378607356625388.000000000	378607356625388.000000000	336887550868.000000000	18	9	2020
4017	852330	286000862443681.000000000	286000862443681.000000000	226433833825.000000000	19	9	2020
4018	720162	235912106928720.000000000	235912106928720.000000000	179757523703.000000000	20	9	2020
4019	795697	345513913428927.000000000	345513913428927.000000000	348505224716.000000000	21	9	2020
4020	758003	278121882079536.000000000	278121882079536.000000000	362220749798.000000000	22	9	2020
4021	837321	265200582133304.000000000	265200582133304.000000000	473560596099.000000000	23	9	2020
4022	769154	240835032003330.000000000	240835032003330.000000000	373002559704.000000000	24	9	2020
4023	1049356	283717026285114.000000000	283717026285114.000000000	452795078712.000000000	25	9	2020
4024	959386	238479168632698.000000000	238479168632698.000000000	209211610039.000000000	26	9	2020
4025	701114	207132332734572.000000000	207132332734572.000000000	222633284814.000000000	27	9	2020
4026	717132	229288227488774.000000000	229288227488774.000000000	216477737126.000000000	28	9	2020
4027	811779	258568069297160.000000000	258568069297160.000000000	313479153837.000000000	29	9	2020
4028	967600	238727774332288.000000000	238727774332288.000000000	443662033038.000000000	30	9	2020
4029	733198	197689150737645.000000000	197689150737645.000000000	423631546458.000000000	1	10	2020
4030	800723	270777679829770.000000000	270777679829770.000000000	616853922188.000000000	2	10	2020
4031	953275	217330599651711.000000000	217330599651711.000000000	288452605315.000000000	3	10	2020
4032	918109	187563610378063.000000000	187563610378063.000000000	326659311847.000000000	4	10	2020
4033	765183	204117181022507.000000000	204117181022507.000000000	489876514268.000000000	5	10	2020
4034	778917	217549017316529.000000000	217549017316529.000000000	465500448091.000000000	6	10	2020
4035	904577	210973812583662.000000000	210973812583662.000000000	436445382120.000000000	7	10	2020
4036	907194	202170352155626.000000000	202170352155626.000000000	430103063449.000000000	8	10	2020
4037	870324	275806242559760.000000000	275806242559760.000000000	572994903459.000000000	9	10	2020
4038	893214	186496817339343.000000000	186496817339343.000000000	324175253049.000000000	10	10	2020
4039	709430	213286415102187.000000000	213286415102187.000000000	193634778161.000000000	11	10	2020
4040	819817	217141145098618.000000000	217141145098618.000000000	380201821883.000000000	12	10	2020
4041	963657	228359066012756.000000000	228359066012756.000000000	317033590192.000000000	13	10	2020
4042	788107	239782433680234.000000000	239782433680234.000000000	297040359871.000000000	14	10	2020
4043	882320	262972246368259.000000000	262972246368259.000000000	309857656591.000000000	15	10	2020
4044	875711	235801404373229.000000000	235801404373229.000000000	294000042765.000000000	16	10	2020
4045	760172	242229965877801.000000000	242229965877801.000000000	125279095903.000000000	17	10	2020
4046	610942	212667832531513.000000000	212667832531513.000000000	137263828444.000000000	18	10	2020
4047	731034	341084353212913.000000000	341084353212913.000000000	197267568598.000000000	19	10	2020
4048	811737	419840232843017.000000000	419840232843017.000000000	270650620293.000000000	20	10	2020
