	transactions	input_value	output_value	fee	day	month	year
1317	116812	188520978056810.000000000	188520978056810.000000000	76093254524.000000000	29	4	2013
1318	126661	99961862821072.000000000	99961862821072.000000000	84565043260.000000000	30	4	2013
1319	118493	134694689140789.000000000	134694689140789.000000000	23463129813.000000000	1	5	2013
1320	121360	90395908502689.000000000	90395908502689.000000000	58918767076.000000000	2	5	2013
1321	115837	80588300395768.000000000	80588300395768.000000000	69855488084.000000000	3	5	2013
1322	111488	50071335518060.000000000	50071335518060.000000000	31893957872.000000000	4	5	2013
1323	115789	63405782988894.000000000	63405782988894.000000000	22127476343.000000000	5	5	2013
1324	124813	85425601516437.000000000	85425601516437.000000000	96739277321.000000000	6	5	2013
1325	128303	96963511901848.000000000	96963511901848.000000000	46743241610.000000000	7	5	2013
1326	114503	82796876268093.000000000	82796876268093.000000000	59739525497.000000000	8	5	2013
1327	143481	69129703847604.000000000	69129703847604.000000000	87132318932.000000000	9	5	2013
1328	149264	91088367662371.000000000	91088367662371.000000000	53429623857.000000000	10	5	2013
1329	163157	67057475254437.000000000	67057475254437.000000000	41182907790.000000000	11	5	2013
1330	141442	55836570280105.000000000	55836570280105.000000000	54485165130.000000000	12	5	2013
1331	134450	111774196565821.000000000	111774196565821.000000000	90302839215.000000000	13	5	2013
1332	143943	78048217756206.000000000	78048217756206.000000000	43922491333.000000000	14	5	2013
1333	142669	74926590759724.000000000	74926590759724.000000000	59580029394.000000000	15	5	2013
1334	133251	71976243963563.000000000	71976243963563.000000000	24483605617.000000000	16	5	2013
1335	131670	84941574993436.000000000	84941574993436.000000000	102005277989.000000000	17	5	2013
1336	119012	74448600918305.000000000	74448600918305.000000000	34882727462.000000000	18	5	2013
1337	103093	41964273131068.000000000	41964273131068.000000000	84220431535.000000000	19	5	2013
1338	105728	53743895540007.000000000	53743895540007.000000000	61898716025.000000000	20	5	2013
1339	121923	67070794953520.000000000	67070794953520.000000000	42713041161.000000000	21	5	2013
1340	114736	73417485908402.000000000	73417485908402.000000000	67217830641.000000000	22	5	2013
1341	133353	70799995497666.000000000	70799995497666.000000000	116147406888.000000000	23	5	2013
1342	126957	75551668136371.000000000	75551668136371.000000000	84236493245.000000000	24	5	2013
1343	116449	73153427249557.000000000	73153427249557.000000000	50157363705.000000000	25	5	2013
1344	103271	38462303030116.000000000	38462303030116.000000000	38158946998.000000000	26	5	2013
1345	122090	66220837383459.000000000	66220837383459.000000000	46612887179.000000000	27	5	2013
1346	125923	70173053129630.000000000	70173053129630.000000000	231808281974.000000000	28	5	2013
1347	126535	78946429455616.000000000	78946429455616.000000000	53406892888.000000000	29	5	2013
1348	130972	62511280974730.000000000	62511280974730.000000000	31475785373.000000000	30	5	2013
1349	121107	67424277825816.000000000	67424277825816.000000000	19889691828.000000000	31	5	2013
1350	125629	48025440437215.000000000	48025440437215.000000000	22642442631.000000000	1	6	2013
1351	114056	42690033858134.000000000	42690033858134.000000000	68122451460.000000000	2	6	2013
1352	128906	77512123647821.000000000	77512123647821.000000000	42236717967.000000000	3	6	2013
1353	131082	65630630104075.000000000	65630630104075.000000000	82688503900.000000000	4	6	2013
1354	125949	67673936436182.000000000	67673936436182.000000000	219209805860.000000000	5	6	2013
1355	123090	74940587858103.000000000	74940587858103.000000000	18628076184.000000000	6	6	2013
1356	118958	67411826756777.000000000	67411826756777.000000000	17682090935.000000000	7	6	2013
1357	106050	39451335574934.000000000	39451335574934.000000000	66926323977.000000000	8	6	2013
1358	101846	67118603028593.000000000	67118603028593.000000000	18637572047.000000000	9	6	2013
1359	98286	48619512994933.000000000	48619512994933.000000000	15143135356.000000000	10	6	2013
1360	103816	59383729085551.000000000	59383729085551.000000000	32493976603.000000000	11	6	2013
1361	101681	55696378004472.000000000	55696378004472.000000000	17053276051.000000000	12	6	2013
1362	95218	60290695460270.000000000	60290695460270.000000000	77258679449.000000000	13	6	2013
1363	112873	71798519017262.000000000	71798519017262.000000000	19751384619.000000000	14	6	2013
1364	80845	41105681084536.000000000	41105681084536.000000000	205943479358.000000000	15	6	2013
1365	94172	51605744185720.000000000	51605744185720.000000000	14805287814.000000000	16	6	2013
1366	98018	57521996411583.000000000	57521996411583.000000000	16811272185.000000000	17	6	2013
1367	100554	63972215566893.000000000	63972215566893.000000000	20689563070.000000000	18	6	2013
1368	103583	57920579761711.000000000	57920579761711.000000000	15455006320.000000000	19	6	2013
1369	117843	72475797476081.000000000	72475797476081.000000000	243754478514.000000000	20	6	2013
1370	106578	70859152819080.000000000	70859152819080.000000000	24375412405.000000000	21	6	2013
1371	98195	43062673211883.000000000	43062673211883.000000000	24419640071.000000000	22	6	2013
1372	84838	33625645436493.000000000	33625645436493.000000000	13524265739.000000000	23	6	2013
1373	96955	60630304229761.000000000	60630304229761.000000000	188599137462.000000000	24	6	2013
1374	96265	71336347123087.000000000	71336347123087.000000000	20952394839.000000000	25	6	2013
1375	99691	62281590033107.000000000	62281590033107.000000000	221192019607.000000000	26	6	2013
1376	101289	56071022137490.000000000	56071022137490.000000000	16921042236.000000000	27	6	2013
1377	109203	65569107973930.000000000	65569107973930.000000000	293761129137.000000000	28	6	2013
1378	83539	52832046654116.000000000	52832046654116.000000000	12892175456.000000000	29	6	2013
1379	67539	41048476170303.000000000	41048476170303.000000000	329842739013.000000000	30	6	2013
1380	85187	86502042662600.000000000	86502042662600.000000000	15264027801.000000000	1	7	2013
1381	86327	73199657437172.000000000	73199657437172.000000000	13037575243.000000000	2	7	2013
1382	75106	81286090623676.000000000	81286090623676.000000000	157566984380.000000000	3	7	2013
1383	77201	85081427471154.000000000	85081427471154.000000000	18715435680.000000000	4	7	2013
1384	79640	106991329069853.000000000	106991329069853.000000000	282127614237.000000000	5	7	2013
1385	76756	69591123953932.000000000	69591123953932.000000000	318448971942.000000000	6	7	2013
1386	67093	63923062695867.000000000	63923062695867.000000000	7013639134.000000000	7	7	2013
1387	86830	83287093076807.000000000	83287093076807.000000000	192092370692.000000000	8	7	2013
1388	91557	115627893136742.000000000	115627893136742.000000000	234585905216.000000000	9	7	2013
1389	84503	108029404960412.000000000	108029404960412.000000000	16743759288.000000000	10	7	2013
1390	94350	105412698655273.000000000	105412698655273.000000000	76689141669.000000000	11	7	2013
1391	109893	101765846964031.000000000	101765846964031.000000000	19343482425.000000000	12	7	2013
1392	86260	87309302426651.000000000	87309302426651.000000000	165583820607.000000000	13	7	2013
1393	78994	57797654718181.000000000	57797654718181.000000000	10016101691.000000000	14	7	2013
1394	82291	69871062608713.000000000	69871062608713.000000000	19724670205.000000000	15	7	2013
1395	85883	94727976854342.000000000	94727976854342.000000000	72504779287.000000000	16	7	2013
1396	87947	107633613767809.000000000	107633613767809.000000000	213335706003.000000000	17	7	2013
1397	89962	100187089493841.000000000	100187089493841.000000000	200787140817.000000000	18	7	2013
1398	78270	81515555143260.000000000	81515555143260.000000000	14189864357.000000000	19	7	2013
1399	73345	49127244695365.000000000	49127244695365.000000000	22082267753.000000000	20	7	2013
1400	78702	49179761056229.000000000	49179761056229.000000000	21172533198.000000000	21	7	2013
1401	86103	89921028944680.000000000	89921028944680.000000000	159062509753.000000000	22	7	2013
1402	83144	100896436703893.000000000	100896436703893.000000000	22121964037.000000000	23	7	2013
1403	93915	90367064023124.000000000	90367064023124.000000000	178901550155.000000000	24	7	2013
1404	99035	80831174657074.000000000	80831174657074.000000000	70977610802.000000000	25	7	2013
1405	83205	78423201116670.000000000	78423201116670.000000000	12870149906.000000000	26	7	2013
1406	82330	45708052506848.000000000	45708052506848.000000000	40936195918.000000000	27	7	2013
1407	83552	61470382383821.000000000	61470382383821.000000000	11117397900.000000000	28	7	2013
1408	95368	74340311950396.000000000	74340311950396.000000000	24161835750.000000000	29	7	2013
1409	94992	100218394807157.000000000	100218394807157.000000000	378936345947.000000000	30	7	2013
1410	115801	85901755968201.000000000	85901755968201.000000000	87252578708.000000000	31	7	2013
1411	110328	114288042498187.000000000	114288042498187.000000000	257170369457.000000000	1	8	2013
1412	110359	90866411090763.000000000	90866411090763.000000000	11908716983.000000000	2	8	2013
1413	103745	67251117403337.000000000	67251117403337.000000000	14200429868.000000000	3	8	2013
1414	99951	50618131129367.000000000	50618131129367.000000000	100158368948.000000000	4	8	2013
1415	110927	84694095787912.000000000	84694095787912.000000000	17469650430.000000000	5	8	2013
1416	116578	75605113250651.000000000	75605113250651.000000000	354443266696.000000000	6	8	2013
1417	120892	80878451731453.000000000	80878451731453.000000000	14386526360.000000000	7	8	2013
1418	126187	72032014820294.000000000	72032014820294.000000000	372989924305.000000000	8	8	2013
1419	106311	61669076822911.000000000	61669076822911.000000000	27022212098.000000000	9	8	2013
1420	113129	51180484332389.000000000	51180484332389.000000000	16039648074.000000000	10	8	2013
1421	85353	42415422934163.000000000	42415422934163.000000000	136705721232.000000000	11	8	2013
1422	146971	84198683412650.000000000	84198683412650.000000000	30360956412.000000000	12	8	2013
1423	127236	129700643854274.000000000	129700643854274.000000000	23952761107.000000000	13	8	2013
1424	120551	133769485326905.000000000	133769485326905.000000000	438793432405.000000000	14	8	2013
1425	132395	81727854958208.000000000	81727854958208.000000000	961357410961.000000000	15	8	2013
1426	150890	106938179579286.000000000	106938179579286.000000000	268340344158.000000000	16	8	2013
1427	119668	100153091829062.000000000	100153091829062.000000000	14808438327.000000000	17	8	2013
1428	121907	78286094068269.000000000	78286094068269.000000000	233523138447.000000000	18	8	2013
1429	152248	111067601969808.000000000	111067601969808.000000000	84850243854.000000000	19	8	2013
1430	140001	96747721300128.000000000	96747721300128.000000000	26717754774.000000000	20	8	2013
1431	132074	127073929731777.000000000	127073929731777.000000000	42903246920.000000000	21	8	2013
1432	139153	81814467662604.000000000	81814467662604.000000000	19046822530.000000000	22	8	2013
1433	128886	82152985849363.000000000	82152985849363.000000000	52640275033.000000000	23	8	2013
1434	116997	56336089376631.000000000	56336089376631.000000000	15765509127.000000000	24	8	2013
1435	108548	55187904702813.000000000	55187904702813.000000000	136453861488.000000000	25	8	2013
1436	121998	70353739288628.000000000	70353739288628.000000000	273176997591.000000000	26	8	2013
1437	147952	90606855172412.000000000	90606855172412.000000000	140664075668.000000000	27	8	2013
1438	138100	77980376024091.000000000	77980376024091.000000000	1491040157451.000000000	28	8	2013
1439	122010	263442665022077.000000000	263442665022077.000000000	15414369336.000000000	29	8	2013
1440	138878	82652333488312.000000000	82652333488312.000000000	316776381691.000000000	30	8	2013
1441	103956	87315417397540.000000000	87315417397540.000000000	20620315113.000000000	31	8	2013
1442	101411	81786411545946.000000000	81786411545946.000000000	13714546447.000000000	1	9	2013
1443	109955	80854562096560.000000000	80854562096560.000000000	28297637977.000000000	2	9	2013
1444	124543	94493494032159.000000000	94493494032159.000000000	68360997800.000000000	3	9	2013
1445	117686	90809971338502.000000000	90809971338502.000000000	28516330538.000000000	4	9	2013
1446	124413	88276866114210.000000000	88276866114210.000000000	36761335730.000000000	5	9	2013
1447	132027	69696270539066.000000000	69696270539066.000000000	22610040910.000000000	6	9	2013
1448	110596	62594492945768.000000000	62594492945768.000000000	17078397508.000000000	7	9	2013
1449	101507	39424085045693.000000000	39424085045693.000000000	35644367279.000000000	8	9	2013
1450	121993	102569175658513.000000000	102569175658513.000000000	38742811535.000000000	9	9	2013
1451	117498	64060415046231.000000000	64060415046231.000000000	23432153906.000000000	10	9	2013
1452	103567	82668554403533.000000000	82668554403533.000000000	16307448329.000000000	11	9	2013
1453	119083	69780310109851.000000000	69780310109851.000000000	68665332138.000000000	12	9	2013
1454	99120	64913786521235.000000000	64913786521235.000000000	11019330129.000000000	13	9	2013
1455	95506	56667228329393.000000000	56667228329393.000000000	23905223125.000000000	14	9	2013
1456	127187	39898254815521.000000000	39898254815521.000000000	42488021507.000000000	15	9	2013
1457	124883	67441096673991.000000000	67441096673991.000000000	115252734397.000000000	16	9	2013
1458	146150	62314018539857.000000000	62314018539857.000000000	255981788221.000000000	17	9	2013
1459	133404	80286926975309.000000000	80286926975309.000000000	58354295832.000000000	18	9	2013
1460	125934	82913378123293.000000000	82913378123293.000000000	218959303146.000000000	19	9	2013
1461	126641	72930901587582.000000000	72930901587582.000000000	59904398914.000000000	20	9	2013
1462	114837	44734931344503.000000000	44734931344503.000000000	35994291480.000000000	21	9	2013
1463	111592	49014438307075.000000000	49014438307075.000000000	19768757171.000000000	22	9	2013
1464	141479	99580160133624.000000000	99580160133624.000000000	67437779559.000000000	23	9	2013
1465	135544	94377186535250.000000000	94377186535250.000000000	23633105882.000000000	24	9	2013
1466	116721	82213608765588.000000000	82213608765588.000000000	45215771963.000000000	25	9	2013
1467	128882	74150208081135.000000000	74150208081135.000000000	34581914199.000000000	26	9	2013
1468	106492	68566485160644.000000000	68566485160644.000000000	514810130658.000000000	27	9	2013
1469	96985	52900769920544.000000000	52900769920544.000000000	78582885313.000000000	28	9	2013
1470	94440	54987801529972.000000000	54987801529972.000000000	53567762159.000000000	29	9	2013
1471	104443	82269903666542.000000000	82269903666542.000000000	43033606404.000000000	30	9	2013
1472	124801	108340293612211.000000000	108340293612211.000000000	137361255186.000000000	1	10	2013
1473	153587	118230386445546.000000000	118230386445546.000000000	245792656084.000000000	2	10	2013
1474	140860	92205580085101.000000000	92205580085101.000000000	115031114063.000000000	3	10	2013
1475	111048	79767369072064.000000000	79767369072064.000000000	19007760223.000000000	4	10	2013
1476	100829	44327140709532.000000000	44327140709532.000000000	52407659949.000000000	5	10	2013
1477	101051	41468326642164.000000000	41468326642164.000000000	18597860625.000000000	6	10	2013
1478	111947	68469797994941.000000000	68469797994941.000000000	346571130764.000000000	7	10	2013
1479	97300	71625791211955.000000000	71625791211955.000000000	19599918578.000000000	8	10	2013
1480	115065	90020956095820.000000000	90020956095820.000000000	56153044789.000000000	9	10	2013
1481	126652	74843836409605.000000000	74843836409605.000000000	66224940818.000000000	10	10	2013
1482	113603	82492157661856.000000000	82492157661856.000000000	21458099421.000000000	11	10	2013
1483	110856	69255405513336.000000000	69255405513336.000000000	171945113295.000000000	12	10	2013
1484	128296	70711369297742.000000000	70711369297742.000000000	143085117528.000000000	13	10	2013
1485	138549	91454458641609.000000000	91454458641609.000000000	99250948222.000000000	14	10	2013
1486	127179	91800481325751.000000000	91800481325751.000000000	290586857867.000000000	15	10	2013
1487	119145	101749433727762.000000000	101749433727762.000000000	307959405575.000000000	16	10	2013
1488	108192	84319572772647.000000000	84319572772647.000000000	125233581469.000000000	17	10	2013
1489	133783	93277496508764.000000000	93277496508764.000000000	153286629382.000000000	18	10	2013
1490	143557	100176793202436.000000000	100176793202436.000000000	330522722133.000000000	19	10	2013
1491	116409	71778476074263.000000000	71778476074263.000000000	32321024427.000000000	20	10	2013
1492	143203	105392227414245.000000000	105392227414245.000000000	76952847584.000000000	21	10	2013
1493	160343	120149810464838.000000000	120149810464838.000000000	165472143638.000000000	22	10	2013
1494	147437	108519887398026.000000000	108519887398026.000000000	333755172510.000000000	23	10	2013
1495	169948	102372830278826.000000000	102372830278826.000000000	291820002450.000000000	24	10	2013
1496	146657	281159347749548.000000000	281159347749548.000000000	1030822545756.000000000	25	10	2013
1497	113085	68221546939462.000000000	68221546939462.000000000	696598000856.000000000	26	10	2013
1498	101373	50532864888496.000000000	50532864888496.000000000	1149335099796.000000000	27	10	2013
1499	116222	64133846709905.000000000	64133846709905.000000000	69176922452.000000000	28	10	2013
1500	113488	168242834703913.000000000	168242834703913.000000000	123592662399.000000000	29	10	2013
1501	119004	71221816009177.000000000	71221816009177.000000000	256496723524.000000000	30	10	2013
1502	140592	67999325298468.000000000	67999325298468.000000000	102853668269.000000000	31	10	2013
1503	107910	63164585321991.000000000	63164585321991.000000000	377485845866.000000000	1	11	2013
1504	104685	64419036489007.000000000	64419036489007.000000000	201997514407.000000000	2	11	2013
1505	99809	58901636349698.000000000	58901636349698.000000000	774102945760.000000000	3	11	2013
1506	114837	96918771460443.000000000	96918771460443.000000000	1354653426426.000000000	4	11	2013
1507	134889	111117137805373.000000000	111117137805373.000000000	867092450581.000000000	5	11	2013
1508	151946	91256617447346.000000000	91256617447346.000000000	5004842205881.000000000	6	11	2013
1509	156793	120806736430474.000000000	120806736430474.000000000	4715617928495.000000000	7	11	2013
1510	151901	106818100672896.000000000	106818100672896.000000000	3581280812438.000000000	8	11	2013
1511	146145	89669250001574.000000000	89669250001574.000000000	810901749783.000000000	9	11	2013
1512	144580	79698456811759.000000000	79698456811759.000000000	574996973001.000000000	10	11	2013
1513	138997	74360448955386.000000000	74360448955386.000000000	467823137040.000000000	11	11	2013
1514	137509	110401194013873.000000000	110401194013873.000000000	22799223907.000000000	12	11	2013
1515	151945	126328308227683.000000000	126328308227683.000000000	32641222719.000000000	13	11	2013
1516	163346	115045359400240.000000000	115045359400240.000000000	17282311268.000000000	14	11	2013
1517	140646	257231935807959.000000000	257231935807959.000000000	12530725493.000000000	15	11	2013
1518	108126	148615628339248.000000000	148615628339248.000000000	8976863550.000000000	16	11	2013
1519	127744	115355892269626.000000000	115355892269626.000000000	17175513736.000000000	17	11	2013
1520	195283	212028359639462.000000000	212028359639462.000000000	27560289241.000000000	18	11	2013
1521	253158	226510947189089.000000000	226510947189089.000000000	51670926170.000000000	19	11	2013
1522	186602	168624711982734.000000000	168624711982734.000000000	23319083858.000000000	20	11	2013
1523	212021	218922079045371.000000000	218922079045371.000000000	238687053835.000000000	21	11	2013
1524	190560	238891999735765.000000000	238891999735765.000000000	47636489898.000000000	22	11	2013
1525	172696	152907342331163.000000000	152907342331163.000000000	23180433569.000000000	23	11	2013
1526	152731	151467251146537.000000000	151467251146537.000000000	26918824760.000000000	24	11	2013
1527	159497	144494580265993.000000000	144494580265993.000000000	20474462819.000000000	25	11	2013
1528	194789	402452309525614.000000000	402452309525614.000000000	44224721287.000000000	26	11	2013
1529	225658	331954101382390.000000000	331954101382390.000000000	51903399116.000000000	27	11	2013
1530	219265	341403835385545.000000000	341403835385545.000000000	36304693585.000000000	28	11	2013
1531	213155	259860447680345.000000000	259860447680345.000000000	54530647772.000000000	29	11	2013
1532	169927	186235303376909.000000000	186235303376909.000000000	17503055886.000000000	30	11	2013
1533	183323	148958236330327.000000000	148958236330327.000000000	64084957842.000000000	1	12	2013
1534	179731	142051590497353.000000000	142051590497353.000000000	76279890186.000000000	2	12	2013
1535	178838	118503416224284.000000000	118503416224284.000000000	23925067256.000000000	3	12	2013
1536	194188	134453658234996.000000000	134453658234996.000000000	43249857722.000000000	4	12	2013
1537	196682	154621812636039.000000000	154621812636039.000000000	27040444968.000000000	5	12	2013
1538	168020	115840998917110.000000000	115840998917110.000000000	29821498848.000000000	6	12	2013
1539	154787	235287029020050.000000000	235287029020050.000000000	22178651251.000000000	7	12	2013
1540	112403	121462856891798.000000000	121462856891798.000000000	19983057977.000000000	8	12	2013
1541	144013	121231374314945.000000000	121231374314945.000000000	66294198469.000000000	9	12	2013
1542	181740	83273225770560.000000000	83273225770560.000000000	37098424199.000000000	10	12	2013
1543	155792	110963303415721.000000000	110963303415721.000000000	34730497589.000000000	11	12	2013
1544	133370	91097738521607.000000000	91097738521607.000000000	18580305438.000000000	12	12	2013
1545	148416	91015624302839.000000000	91015624302839.000000000	16579788888.000000000	13	12	2013
1546	168134	61527659435456.000000000	61527659435456.000000000	11761817850.000000000	14	12	2013
1547	153102	45822142936824.000000000	45822142936824.000000000	6181922978.000000000	15	12	2013
1548	175310	208778808685136.000000000	208778808685136.000000000	18325049223.000000000	16	12	2013
1549	166660	158156843811418.000000000	158156843811418.000000000	13357935992.000000000	17	12	2013
1550	200553	199184580611571.000000000	199184580611571.000000000	26127601821.000000000	18	12	2013
1551	161898	135837692505516.000000000	135837692505516.000000000	17039731917.000000000	19	12	2013
1552	161755	93587630787640.000000000	93587630787640.000000000	76996942504.000000000	20	12	2013
1553	134681	97360871922497.000000000	97360871922497.000000000	9683627123.000000000	21	12	2013
1554	133553	91617813949863.000000000	91617813949863.000000000	14011934981.000000000	22	12	2013
1555	134739	71796019379140.000000000	71796019379140.000000000	10809607269.000000000	23	12	2013
1556	135583	88229954996262.000000000	88229954996262.000000000	11341523812.000000000	24	12	2013
1557	135647	87416931375555.000000000	87416931375555.000000000	7451506851.000000000	25	12	2013
1558	146379	61593348358488.000000000	61593348358488.000000000	13106648716.000000000	26	12	2013
1559	128583	60141794495161.000000000	60141794495161.000000000	13708877748.000000000	27	12	2013
1560	131246	61054013532849.000000000	61054013532849.000000000	19088301928.000000000	28	12	2013
1561	148234	83333543182560.000000000	83333543182560.000000000	97175244104.000000000	29	12	2013
1562	144248	81032964256772.000000000	81032964256772.000000000	11246165792.000000000	30	12	2013
1563	129754	50369596411944.000000000	50369596411944.000000000	12642169397.000000000	31	12	2013
1564	101942	53385829208405.000000000	53385829208405.000000000	6964040502.000000000	1	1	2014
1565	139673	70594849271074.000000000	70594849271074.000000000	43650683442.000000000	2	1	2014
1566	154563	89375845737944.000000000	89375845737944.000000000	11972182502.000000000	3	1	2014
1567	126915	63158107557659.000000000	63158107557659.000000000	9709589876.000000000	4	1	2014
1568	158361	92959794384686.000000000	92959794384686.000000000	15504525559.000000000	5	1	2014
1569	185877	99319584904696.000000000	99319584904696.000000000	42493326007.000000000	6	1	2014
1570	150998	92044293332893.000000000	92044293332893.000000000	13187513126.000000000	7	1	2014
1571	144667	79422395488471.000000000	79422395488471.000000000	8386113989.000000000	8	1	2014
1572	140655	59233597757657.000000000	59233597757657.000000000	11394605085.000000000	9	1	2014
1573	131574	56467660949481.000000000	56467660949481.000000000	9377088318.000000000	10	1	2014
1574	142772	41977840182609.000000000	41977840182609.000000000	11392736431.000000000	11	1	2014
1575	126268	41637201466838.000000000	41637201466838.000000000	11767076389.000000000	12	1	2014
1576	131320	52552065716766.000000000	52552065716766.000000000	13328085427.000000000	13	1	2014
1577	137344	74495749994018.000000000	74495749994018.000000000	93530320659.000000000	14	1	2014
1578	142269	60103934324773.000000000	60103934324773.000000000	10008223356.000000000	15	1	2014
1579	143769	60065184818911.000000000	60065184818911.000000000	26174223194.000000000	16	1	2014
1580	136139	42238121767063.000000000	42238121767063.000000000	9785235545.000000000	17	1	2014
1581	120471	35353318006107.000000000	35353318006107.000000000	7664032870.000000000	18	1	2014
1582	116456	56284628780873.000000000	56284628780873.000000000	8151436595.000000000	19	1	2014
1583	174145	77955530257989.000000000	77955530257989.000000000	22470149252.000000000	20	1	2014
1584	178293	61795580791039.000000000	61795580791039.000000000	15698594217.000000000	21	1	2014
1585	158345	48827589637302.000000000	48827589637302.000000000	10167109195.000000000	22	1	2014
1586	159781	50837303151445.000000000	50837303151445.000000000	30627291503.000000000	23	1	2014
1587	155011	74314845749072.000000000	74314845749072.000000000	15173450369.000000000	24	1	2014
1588	132616	45965527367083.000000000	45965527367083.000000000	7693668522.000000000	25	1	2014
1589	131601	39532297836039.000000000	39532297836039.000000000	11399625478.000000000	26	1	2014
1590	153224	90289013009079.000000000	90289013009079.000000000	13819928540.000000000	27	1	2014
1591	160591	64451953701774.000000000	64451953701774.000000000	12225739707.000000000	28	1	2014
1592	139680	48172485479660.000000000	48172485479660.000000000	12800291715.000000000	29	1	2014
1593	147000	52678820260698.000000000	52678820260698.000000000	8180067516.000000000	30	1	2014
1594	146384	40459088423900.000000000	40459088423900.000000000	11148867014.000000000	31	1	2014
1595	136316	44793859863933.000000000	44793859863933.000000000	8193729487.000000000	1	2	2014
1596	144436	48803841578987.000000000	48803841578987.000000000	17162959581.000000000	2	2	2014
1597	155195	47789865230912.000000000	47789865230912.000000000	10577743367.000000000	3	2	2014
1598	184337	78883454175214.000000000	78883454175214.000000000	19851093894.000000000	4	2	2014
1599	180056	79601701393634.000000000	79601701393634.000000000	15420091364.000000000	5	2	2014
1600	184750	66007069767254.000000000	66007069767254.000000000	10521132710.000000000	6	2	2014
1601	186878	86352366475554.000000000	86352366475554.000000000	16274639877.000000000	7	2	2014
1602	163108	56490679196771.000000000	56490679196771.000000000	10821187162.000000000	8	2	2014
1603	140213	48772200215831.000000000	48772200215831.000000000	7872432686.000000000	9	2	2014
1604	155835	79819312476466.000000000	79819312476466.000000000	11778299032.000000000	10	2	2014
1605	158840	69731053870392.000000000	69731053870392.000000000	13818425718.000000000	11	2	2014
1606	228119	61480151890814.000000000	61480151890814.000000000	157131722481.000000000	12	2	2014
1607	189408	64185436054235.000000000	64185436054235.000000000	24014895305.000000000	13	2	2014
1608	211716	72434997503864.000000000	72434997503864.000000000	52596199104.000000000	14	2	2014
1609	163798	95897397871815.000000000	95897397871815.000000000	12156519987.000000000	15	2	2014
1610	137163	62377647444668.000000000	62377647444668.000000000	13228800399.000000000	16	2	2014
1611	161121	50164608463398.000000000	50164608463398.000000000	84072271651.000000000	17	2	2014
1612	179441	49715192225058.000000000	49715192225058.000000000	31783535783.000000000	18	2	2014
1613	201294	45603804781281.000000000	45603804781281.000000000	18492263859.000000000	19	2	2014
1614	194475	55893186145770.000000000	55893186145770.000000000	18388792970.000000000	20	2	2014
1615	187100	51802193313805.000000000	51802193313805.000000000	13036012031.000000000	21	2	2014
1616	160422	39731097190207.000000000	39731097190207.000000000	24534659641.000000000	22	2	2014
1617	171817	41113834789087.000000000	41113834789087.000000000	13119979402.000000000	23	2	2014
1618	205057	77142331304859.000000000	77142331304859.000000000	18513199597.000000000	24	2	2014
1619	220885	108708201552091.000000000	108708201552091.000000000	61170712934.000000000	25	2	2014
1620	210122	69286315692468.000000000	69286315692468.000000000	31186989053.000000000	26	2	2014
1621	187669	57409650160190.000000000	57409650160190.000000000	13973606387.000000000	27	2	2014
1622	215820	58864939460232.000000000	58864939460232.000000000	108692095819.000000000	28	2	2014
1623	183478	82083837584879.000000000	82083837584879.000000000	26617438583.000000000	1	3	2014
1624	162773	55180594336055.000000000	55180594336055.000000000	13599049392.000000000	2	3	2014
1625	237511	106504336684728.000000000	106504336684728.000000000	22320328421.000000000	3	3	2014
1626	262453	102307703411736.000000000	102307703411736.000000000	20189664641.000000000	4	3	2014
1627	218087	68439599493056.000000000	68439599493056.000000000	19660944166.000000000	5	3	2014
1628	206685	62499232733222.000000000	62499232733222.000000000	15799185133.000000000	6	3	2014
1629	201159	246662345865123.000000000	246662345865123.000000000	18961426465.000000000	7	3	2014
1630	170552	158163716619430.000000000	158163716619430.000000000	9164803420.000000000	8	3	2014
1631	170857	94269740397327.000000000	94269740397327.000000000	9571232172.000000000	9	3	2014
1632	199035	151795794650499.000000000	151795794650499.000000000	14657079475.000000000	10	3	2014
1633	205219	98400904639411.000000000	98400904639411.000000000	15741383819.000000000	11	3	2014
1634	212978	105424146765158.000000000	105424146765158.000000000	33930318950.000000000	12	3	2014
1635	201694	76380900982927.000000000	76380900982927.000000000	12312195461.000000000	13	3	2014
1636	207441	62538313596897.000000000	62538313596897.000000000	66062901581.000000000	14	3	2014
1637	149011	58113836531477.000000000	58113836531477.000000000	15469064958.000000000	15	3	2014
1638	136993	38496443818191.000000000	38496443818191.000000000	8340991564.000000000	16	3	2014
1639	161591	55152520544395.000000000	55152520544395.000000000	34669616322.000000000	17	3	2014
1640	124719	264198424142833.000000000	264198424142833.000000000	9557417013.000000000	18	3	2014
1641	171970	110310606244923.000000000	110310606244923.000000000	11467774770.000000000	19	3	2014
1642	188422	67995978191276.000000000	67995978191276.000000000	14749079171.000000000	20	3	2014
1643	214517	59891237772001.000000000	59891237772001.000000000	15010547890.000000000	21	3	2014
1644	203834	41667504319924.000000000	41667504319924.000000000	167549178335.000000000	22	3	2014
1645	147950	33208436970348.000000000	33208436970348.000000000	11219558245.000000000	23	3	2014
1646	196063	67110421028519.000000000	67110421028519.000000000	12221676961.000000000	24	3	2014
1647	188877	54414545049047.000000000	54414545049047.000000000	12617964057.000000000	25	3	2014
1648	189389	51744367611736.000000000	51744367611736.000000000	13632826401.000000000	26	3	2014
